1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,4.333333333333333037e+00
4.000000000000000000e+00,4.250000000000000000e+00
5.000000000000000000e+00,4.400000000000000355e+00
6.000000000000000000e+00,5.333333333333333037e+00
7.000000000000000000e+00,1.028571428571428648e+01
8.000000000000000000e+00,1.000000000000000000e+01
9.000000000000000000e+00,1.133333333333333393e+01
1.000000000000000000e+01,1.180000000000000071e+01
1.100000000000000000e+01,1.436363636363636331e+01
1.200000000000000000e+01,1.400000000000000000e+01
1.300000000000000000e+01,1.600000000000000000e+01
1.400000000000000000e+01,1.642857142857142705e+01
1.500000000000000000e+01,1.839999999999999858e+01
1.600000000000000000e+01,1.825000000000000000e+01
1.700000000000000000e+01,1.952941176470588402e+01
1.800000000000000000e+01,2.000000000000000000e+01
1.900000000000000000e+01,1.994736842105263008e+01
2.000000000000000000e+01,1.994999999999999929e+01
2.100000000000000000e+01,1.976190476190476275e+01
2.200000000000000000e+01,2.040909090909091006e+01
2.300000000000000000e+01,2.052173913043478137e+01
2.400000000000000000e+01,2.008333333333333215e+01
2.500000000000000000e+01,2.160000000000000142e+01
2.600000000000000000e+01,2.230769230769230660e+01
2.700000000000000000e+01,2.496296296296296191e+01
2.800000000000000000e+01,2.507142857142857295e+01
2.900000000000000000e+01,2.520689655172413879e+01
3.000000000000000000e+01,2.589999999999999858e+01
3.100000000000000000e+01,3.680645161290322420e+01
3.200000000000000000e+01,3.615625000000000000e+01
3.300000000000000000e+01,3.736363636363636687e+01
3.400000000000000000e+01,3.779411764705882604e+01
3.500000000000000000e+01,3.771428571428571530e+01
3.600000000000000000e+01,3.777777777777777857e+01
3.700000000000000000e+01,3.718918918918918592e+01
3.800000000000000000e+01,3.773684210526315752e+01
3.900000000000000000e+01,4.194871794871794890e+01
4.000000000000000000e+01,4.189999999999999858e+01
4.100000000000000000e+01,4.317073170731707421e+01
4.200000000000000000e+01,4.366666666666666430e+01
4.300000000000000000e+01,4.609302325581395365e+01
4.400000000000000000e+01,4.604545454545454675e+01
4.500000000000000000e+01,4.591111111111111143e+01
4.600000000000000000e+01,4.643478260869564878e+01
4.700000000000000000e+01,5.319148936170212494e+01
4.800000000000000000e+01,5.229166666666666430e+01
4.900000000000000000e+01,5.351020408163265074e+01
5.000000000000000000e+01,5.396000000000000085e+01
5.100000000000000000e+01,5.368627450980392268e+01
5.200000000000000000e+01,5.365384615384615330e+01
5.300000000000000000e+01,5.364150943396226268e+01
5.400000000000000000e+01,5.416666666666666430e+01
5.500000000000000000e+01,5.925454545454545752e+01
5.600000000000000000e+01,5.848214285714285410e+01
5.700000000000000000e+01,5.973684210526315752e+01
5.800000000000000000e+01,6.022413793103448398e+01
5.900000000000000000e+01,6.262711864406779938e+01
6.000000000000000000e+01,6.235000000000000142e+01
6.100000000000000000e+01,6.198360655737705116e+01
6.200000000000000000e+01,6.250000000000000000e+01
6.300000000000000000e+01,6.214285714285714590e+01
6.400000000000000000e+01,6.142187500000000000e+01
6.500000000000000000e+01,6.275384615384615472e+01
6.600000000000000000e+01,6.331818181818182012e+01
6.700000000000000000e+01,6.270149253731343464e+01
6.800000000000000000e+01,6.236764705882352899e+01
6.900000000000000000e+01,6.221739130434782794e+01
7.000000000000000000e+01,6.284285714285714164e+01
7.100000000000000000e+01,6.708450704225352013e+01
7.200000000000000000e+01,6.670833333333332860e+01
7.300000000000000000e+01,6.806849315068492956e+01
7.400000000000000000e+01,6.866216216216216139e+01
7.500000000000000000e+01,7.115999999999999659e+01
7.600000000000000000e+01,7.051315789473683537e+01
7.700000000000000000e+01,7.011688311688311614e+01
7.800000000000000000e+01,7.073076923076922640e+01
7.900000000000000000e+01,7.034177215189873777e+01
8.000000000000000000e+01,7.046250000000000568e+01
8.100000000000000000e+01,7.186419753086420315e+01
8.200000000000000000e+01,7.250000000000000000e+01
8.300000000000000000e+01,7.363855421686747604e+01
8.400000000000000000e+01,7.295238095238094900e+01
8.500000000000000000e+01,7.228235294117646959e+01
8.600000000000000000e+01,7.295348837209301962e+01
8.700000000000000000e+01,7.257471264367815422e+01
8.800000000000000000e+01,7.275000000000000000e+01
8.900000000000000000e+01,7.420224719101123867e+01
9.000000000000000000e+01,7.488888888888888573e+01
9.100000000000000000e+01,7.747252747252747440e+01
9.200000000000000000e+01,7.706521739130434412e+01
9.300000000000000000e+01,7.666666666666667140e+01
9.400000000000000000e+01,7.736170212765956933e+01
9.500000000000000000e+01,7.696842105263158373e+01
9.600000000000000000e+01,7.627083333333332860e+01
9.700000000000000000e+01,7.775257731958762975e+01
9.800000000000000000e+01,7.846938775510204778e+01
9.900000000000000000e+01,7.808080808080808310e+01
1.000000000000000000e+02,7.745999999999999375e+01
1.010000000000000000e+02,7.691089108910891525e+01
1.020000000000000000e+02,7.766666666666667140e+01
1.030000000000000000e+02,8.201941747572816155e+01
1.040000000000000000e+02,8.173076923076922640e+01
1.050000000000000000e+02,8.321904761904761472e+01
1.060000000000000000e+02,8.394339622641508925e+01
1.070000000000000000e+02,8.656074766355139616e+01
1.080000000000000000e+02,8.746296296296296191e+01
